,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11736163_a_at,6.220093018,-0.825122178,0.087596093,-9.419623101,4.53E-21,1.10E-18
11736190_a_at,4.849587225,-1.365181685,0.107439392,-12.70652834,5.44E-37,6.28E-34
11736191_s_at,6.520121678,-1.114726995,0.088450417,-12.60284611,2.04E-36,2.17E-33
11736216_a_at,6.17269571,-0.30369455,0.084922725,-3.576128191,0.000348721,0.004861021
11736238_a_at,6.6713577,-0.409553318,0.082122062,-4.987129001,6.13E-07,1.96E-05
11736239_a_at,6.439986223,-0.41263006,0.083522007,-4.940375274,7.80E-07,2.43E-05
11736244_s_at,5.648762325,-0.284106563,0.089220297,-3.184326586,0.001450912,0.015702151
11736250_a_at,6.572510414,0.271495318,0.08227279,3.299940569,0.000967053,0.011364737
11736259_a_at,5.896569903,-0.415132014,0.087632669,-4.737183289,2.17E-06,6.09E-05
11736260_a_at,6.749783745,-0.353428782,0.081527579,-4.335082516,1.46E-05,0.00032561
11736270_at,4.352687248,0.315798427,0.102039104,3.09487653,0.001968948,0.020094664
11736271_at,6.814186427,0.338743251,0.081037887,4.180060254,2.91E-05,0.000588141
11736275_x_at,3.73984311,1.309921268,0.123695159,10.58991537,3.32E-26,1.28E-23
11736280_at,3.057593406,0.38307516,0.120922483,3.167939899,0.001535233,0.016419025
11736281_a_at,4.13669125,0.810662094,0.108308994,7.484716297,7.17E-14,7.45E-12
11736282_a_at,4.533667313,-0.357405065,0.100273602,-3.564298671,0.00036483,0.005042764
11736289_a_at,3.808047958,0.345941403,0.108984864,3.174215122,0.001502423,0.016144994
11736296_at,5.83208052,0.275663592,0.08764279,3.145308278,0.001659119,0.017481159
11736297_a_at,6.628610578,0.230834323,0.081848602,2.820259816,0.004798478,0.041302353
11736303_a_at,3.68014771,-0.4987754,0.11155859,-4.470972624,7.79E-06,0.000187134
11736304_a_at,6.348229098,-0.495332101,0.084458966,-5.864766342,4.50E-09,2.22E-07
11736305_x_at,6.554006352,-0.51219642,0.083242334,-6.153076124,7.60E-10,4.30E-08
11736311_x_at,3.705650852,0.43730422,0.111388272,3.925944931,8.64E-05,0.001501377
11736317_x_at,8.37729768,-0.215098284,0.073299993,-2.934492576,0.003340935,0.031033748
11736327_a_at,3.663868454,0.359757596,0.111068893,3.239049078,0.001199289,0.013481503
11736329_a_at,5.406739976,0.250688733,0.091224312,2.74804739,0.005995134,0.049030527
11736333_at,5.144442744,0.324812045,0.094009632,3.455093243,0.000550103,0.007130284
11736366_x_at,3.622363435,0.489453139,0.112451492,4.352571334,1.35E-05,0.000304205
11736367_a_at,5.672571355,0.38153913,0.089261168,4.274413391,1.92E-05,0.000408991
11736368_a_at,3.227198458,0.423476722,0.118192697,3.582934743,0.000339756,0.004757803
11736369_at,7.62714876,-0.243952074,0.076635976,-3.183257878,0.001456279,0.015744259
11736382_at,5.205707848,0.326687006,0.093413454,3.497215765,0.000470141,0.006245579
11736410_a_at,5.175375025,0.293868235,0.093611679,3.139226208,0.001693946,0.017791021
11736411_s_at,5.03659426,0.263437173,0.094877689,2.776597695,0.005493112,0.04579346
11736426_s_at,5.79405234,-0.417338859,0.088526729,-4.714269505,2.43E-06,6.70E-05
11736435_at,2.524672825,-0.519017589,0.132942645,-3.904071484,9.46E-05,0.001625319
11736461_at,2.981832925,-0.372458447,0.122219567,-3.047453507,0.002307892,0.022797446
11736468_at,7.508710931,-0.249763967,0.07721297,-3.234741112,0.001217531,0.013629128
11736469_a_at,4.800448355,-0.349955483,0.097523979,-3.588404482,0.000332708,0.004672908
11736470_at,8.603502549,-0.212950655,0.072353279,-2.943206696,0.003248315,0.030325418
11736473_a_at,2.589730632,0.506720161,0.131247896,3.860786924,0.000113022,0.001889595
11736474_s_at,3.273429726,0.320655539,0.116854104,2.744067412,0.006068308,0.049458386
11736479_s_at,3.72525714,0.442975381,0.110692508,4.001855117,6.28E-05,0.001145402
11736504_a_at,4.909743514,-0.543327324,0.097488165,-5.573264473,2.50E-08,1.07E-06
11736509_x_at,3.824532432,-0.814215631,0.112228805,-7.254961254,4.02E-13,3.79E-11
11736510_a_at,3.372026214,-0.347011101,0.115355792,-3.008180996,0.002628166,0.025322346
11736536_a_at,4.604776127,-0.46345461,0.100127144,-4.628661049,3.68E-06,9.71E-05
11736539_x_at,4.476698222,0.28017663,0.100663756,2.783292025,0.005381035,0.045114656
11736541_a_at,3.691581167,-0.906902264,0.115294467,-7.865965162,3.66E-15,4.67E-13
11736542_a_at,2.441821662,-0.374902414,0.133998836,-2.797803518,0.00514514,0.043660043
11736544_at,5.518085777,0.716078895,0.092574392,7.735172513,1.03E-14,1.21E-12
11736545_at,3.992284388,0.604365674,0.108112684,5.590145876,2.27E-08,9.77E-07
11736548_s_at,3.766692997,0.413894164,0.109960676,3.764019808,0.000167204,0.002612281
11736559_a_at,3.228714897,-0.418690914,0.118227349,-3.541404897,0.000398002,0.005432916
11736564_at,2.600674012,-0.380804603,0.130103506,-2.926935752,0.003423196,0.031591842
11736577_a_at,4.727916332,0.312572968,0.098075907,3.187051513,0.001437312,0.01559054
11736582_a_at,6.743086178,-0.499793404,0.082145633,-6.084235858,1.17E-09,6.41E-08
11736583_a_at,4.491847471,-0.448186887,0.101107284,-4.432785356,9.30E-06,0.000219003
11736585_at,2.647578868,-0.563959075,0.130394656,-4.325016776,1.53E-05,0.000337482
11736592_x_at,2.890378241,-0.692926631,0.126749018,-5.466919129,4.58E-08,1.87E-06
11736593_a_at,3.018797455,-0.59549423,0.123365226,-4.827083359,1.39E-06,4.06E-05
11736596_s_at,4.866120424,0.436775459,0.09741109,4.483837108,7.33E-06,0.000177292
11736609_at,3.812913126,0.516520983,0.11006045,4.69306627,2.69E-06,7.31E-05
11736648_at,7.607141531,-0.89106858,0.096341029,-9.249107974,2.26E-20,5.09E-18
11736649_x_at,7.704944376,-0.881204695,0.096219002,-9.158322982,5.27E-20,1.14E-17
11736665_a_at,3.11907736,0.336763412,0.11960549,2.815618355,0.004868346,0.04184366
11736670_a_at,6.130721561,0.320723607,0.085330554,3.758602168,0.000170865,0.002658783
11736675_a_at,9.995815973,0.20426458,0.067397043,3.030764703,0.002439353,0.023836742
11736677_a_at,3.058174915,-0.648138339,0.122847432,-5.27596164,1.32E-07,4.88E-06
11736697_x_at,5.920411838,-0.27864947,0.086873822,-3.207519405,0.00133885,0.014742311
11736765_at,5.607562286,-0.254187316,0.089378769,-2.843933948,0.004456028,0.039081928
11736771_a_at,2.73416046,0.379571943,0.127164466,2.984890013,0.002836803,0.027063761
11736796_a_at,3.245158174,-0.328374815,0.117713035,-2.78962152,0.005276969,0.044513214
11736798_a_at,5.007512243,-0.347586834,0.09576518,-3.629574278,0.000283889,0.004084998
11736804_at,4.019414738,-0.388315622,0.106591972,-3.643010021,0.000269468,0.003913297
11736805_x_at,4.497464907,-0.303468581,0.100625471,-3.015822709,0.002562831,0.024855555
11736832_a_at,4.122029023,-0.533481185,0.105890461,-5.038047604,4.70E-07,1.54E-05
11736852_at,4.960378173,-0.834953342,0.099164828,-8.419853669,3.77E-17,6.05E-15
11736853_at,7.930726054,-0.607540957,0.07678045,-7.912703791,2.52E-15,3.26E-13
11736855_a_at,3.283849466,0.374620608,0.117053762,3.200414926,0.001372299,0.01503541
11736903_at,4.174134249,-0.402841903,0.10458745,-3.85172317,0.00011729,0.001947208
11736909_at,5.329838266,-0.419760544,0.092594656,-4.533312856,5.81E-06,0.000145277
11736919_at,3.704991392,0.323237362,0.110350676,2.929183338,0.003398539,0.031440791
11736922_s_at,3.614005154,-0.666390348,0.113932101,-5.849013067,4.94E-09,2.41E-07
11736931_s_at,3.638156455,0.483134876,0.112197398,4.306114799,1.66E-05,0.000361266
11736944_at,3.016421387,0.499153328,0.12235435,4.079571567,4.51E-05,0.000864811
11736975_a_at,3.81289665,0.349412127,0.108969204,3.206521788,0.001343501,0.014779553
11736979_at,4.03450724,-0.450616012,0.106516333,-4.230487486,2.33E-05,0.000484569
11736998_at,6.527195244,-0.271162495,0.082504441,-3.286641221,0.001013899,0.011791467
11737012_at,3.499728135,0.472237255,0.1142303,4.134080487,3.56E-05,0.000698407
11737016_a_at,3.043739846,-0.335215667,0.120949107,-2.771543129,0.005579128,0.046284533
11737017_a_at,2.730645499,-0.501727763,0.128168412,-3.914597629,9.06E-05,0.001564843
11737037_x_at,4.950719748,-0.269740391,0.095887509,-2.81309206,0.00490676,0.042080619
11737056_a_at,3.473810672,0.384151278,0.113963899,3.370815506,0.00074946,0.009213483
11737064_a_at,3.597079379,0.438018292,0.112455636,3.895031915,9.82E-05,0.001674337
11737081_at,2.518896098,-0.405320169,0.132229415,-3.065279903,0.002174664,0.021758362
11737088_at,3.645175174,-0.524796846,0.11236812,-4.670335727,3.01E-06,8.08E-05
11737095_a_at,3.491987843,-0.434744935,0.11477626,-3.787760068,0.000152012,0.002412908
11737096_a_at,7.946006372,-0.335980483,0.075424951,-4.454500489,8.41E-06,0.000200292
11737097_a_at,5.987997124,-0.571784997,0.087600165,-6.527213673,6.70E-11,4.47E-09
11737101_a_at,4.718365506,-0.292436893,0.098022936,-2.983351695,0.002851102,0.027175876
11737102_at,2.801184255,-0.532307944,0.126801012,-4.197978686,2.69E-05,0.000549994
11737108_a_at,2.600911688,-0.392417694,0.130201033,-3.013936866,0.002578815,0.024976525
11737131_at,3.293758816,0.428513144,0.117126277,3.658556863,0.000253639,0.003710107
11737149_a_at,3.808449437,-0.429814636,0.109785589,-3.915036938,9.04E-05,0.001562629
11737153_at,3.027328621,-0.361752182,0.121328785,-2.981585786,0.002867597,0.027320902
11737158_at,7.591267883,-0.558011912,0.078137015,-7.141454163,9.23E-13,8.14E-11
11737159_at,3.654210468,-0.650090299,0.113195834,-5.743058538,9.30E-09,4.31E-07
11737174_a_at,5.652435432,0.281915835,0.089101834,3.163973404,0.00155631,0.016586264
11737195_a_at,4.029750486,-0.584181914,0.107387219,-5.439957559,5.33E-08,2.14E-06
11737197_s_at,6.063374308,0.386391843,0.086114779,4.486939954,7.23E-06,0.000175127
11737200_a_at,3.695746246,0.340418394,0.110837756,3.071321602,0.002131135,0.021388014
11737290_at,3.946251143,0.45997202,0.108274198,4.248214519,2.15E-05,0.000453693
11737294_a_at,6.621886543,-1.703097334,0.096044565,-17.73236551,2.36E-70,1.01E-65
11737300_a_at,8.474798356,-0.22143249,0.072957632,-3.035083283,0.002404693,0.023568198
11737301_a_at,5.32916696,0.302119463,0.092095472,3.280502903,0.001036222,0.011979703
11737302_at,4.24051814,-0.594543042,0.10506208,-5.658968875,1.52E-08,6.74E-07
11737322_a_at,5.79741813,-0.248446601,0.087763872,-2.830852789,0.004642408,0.040282966
11737326_a_at,6.342040309,-0.260184226,0.083636155,-3.110906099,0.001865142,0.019224794
11737357_a_at,2.626824978,-0.371326848,0.129476751,-2.867903669,0.004132013,0.036836215
11737366_a_at,4.713159946,-0.684958421,0.100506748,-6.815049114,9.42E-12,7.23E-10
11737388_s_at,6.999965903,-0.278536503,0.079931595,-3.484685897,0.000492715,0.006495011
11737413_at,4.63605373,-0.453782635,0.099624474,-4.554931321,5.24E-06,0.0001329
11737424_at,3.577670429,-0.50479392,0.113219548,-4.458540326,8.25E-06,0.00019699
11737429_x_at,5.062920814,0.265050075,0.095197696,2.784206818,0.005365881,0.04503183
11737492_a_at,3.510527216,-0.432125782,0.113767948,-3.798308663,0.000145687,0.002325487
11737522_a_at,5.052477058,-0.570150423,0.096139527,-5.930447563,3.02E-09,1.54E-07
11737532_a_at,3.37694682,-0.359846072,0.11536512,-3.119192978,0.001813471,0.01878977
11737534_s_at,4.841623306,-0.371860957,0.097179939,-3.826519768,0.000129968,0.00211261
11737562_a_at,2.420481066,0.385974231,0.134625283,2.867026337,0.004143485,0.036914294
11737581_a_at,4.050087175,-0.452635116,0.106551698,-4.248032876,2.16E-05,0.000453693
11737602_a_at,2.545168833,-0.550925488,0.132697307,-4.151745798,3.30E-05,0.000653513
11737644_a_at,3.524701372,0.612528384,0.11485913,5.332866288,9.67E-08,3.66E-06
11737645_a_at,3.160580204,0.681114256,0.12148408,5.606613293,2.06E-08,8.96E-07
11737690_a_at,4.65011166,0.569408153,0.100206231,5.682362752,1.33E-08,5.98E-07
11737692_a_at,3.997379484,0.599687936,0.108025629,5.551348689,2.83E-08,1.20E-06
11737698_x_at,4.172391755,0.39100607,0.10450221,3.74160576,0.000182848,0.002803344
11737718_a_at,6.979043582,0.270475634,0.07997946,3.381813713,0.00072009,0.008919206
11737745_a_at,4.074834849,0.352425966,0.105562242,3.338560838,0.000842136,0.010122468
11737749_a_at,6.029588897,-0.681153631,0.08802493,-7.738189963,1.01E-14,1.18E-12
11737750_s_at,8.614743101,-0.450014323,0.073060906,-6.159440766,7.30E-10,4.15E-08
11737765_a_at,5.021272997,0.273194198,0.095065785,2.873738406,0.004056448,0.03625238
11737769_a_at,6.337694394,-0.234468646,0.083599166,-2.80467685,0.005036705,0.042944786
11737774_a_at,2.805479196,0.743123144,0.129285248,5.747934542,9.03E-09,4.20E-07
11737775_a_at,4.259829429,0.543617806,0.104303299,5.211894673,1.87E-07,6.74E-06
11737795_a_at,5.714194092,0.331315123,0.088714209,3.734634245,0.000187988,0.002872316
11737796_a_at,4.594078681,0.347986915,0.099573288,3.494781815,0.000474449,0.006291321
11737798_a_at,5.981997762,0.321302171,0.086534671,3.712987733,0.000204827,0.00309583
11737800_a_at,7.401044639,-0.215077685,0.077648875,-2.769875117,0.005607779,0.046440983
11737840_x_at,3.617603714,0.435477015,0.112384086,3.874899289,0.000106669,0.001798161
11737841_a_at,6.218983538,-0.318319789,0.08465383,-3.760252659,0.000169742,0.002647092
11737854_at,3.006956971,-0.849517246,0.125882189,-6.74851029,1.49E-11,1.10E-09
11737871_a_at,3.670164329,-0.516873799,0.111844329,-4.621367948,3.81E-06,0.000100071
11737874_a_at,6.980024943,0.378095294,0.08050761,4.69639197,2.65E-06,7.22E-05
11737882_x_at,2.538538975,0.373634313,0.131558278,2.840066919,0.004510407,0.03945035
11737884_at,3.895575733,-0.39292113,0.108015912,-3.637622677,0.000275166,0.003977283
11737886_at,3.710917985,-0.990298444,0.116772056,-8.480611547,2.24E-17,3.69E-15
11737943_a_at,5.829024367,0.517229514,0.089645507,5.769720432,7.94E-09,3.73E-07
11737944_x_at,5.700839998,0.613086462,0.091753028,6.681920736,2.36E-11,1.68E-09
11737949_x_at,4.255489853,-0.359547948,0.103311905,-3.480217949,0.000501006,0.006589966
11737953_a_at,3.870341651,-0.399466934,0.109667049,-3.642542923,0.000269958,0.003917924
11737982_a_at,6.449640361,0.276760385,0.08296276,3.335959243,0.000850056,0.010200436
11737992_s_at,2.703393154,0.406344253,0.12812477,3.171473023,0.00151668,0.016277705
11737993_s_at,7.586771891,-0.233465949,0.076806162,-3.039677308,0.002368318,0.023270464
11738001_a_at,4.477489656,-0.645477973,0.102526937,-6.2956916,3.06E-10,1.86E-08
11738021_a_at,6.963397165,0.333529388,0.080316805,4.15267253,3.29E-05,0.000651475
11738028_a_at,5.746743054,-0.988758827,0.093194642,-10.60961018,2.69E-26,1.04E-23
11738035_s_at,4.877921439,-0.273717842,0.096559548,-2.834705104,0.0045868,0.039887115
11738068_a_at,2.933964245,0.471879843,0.123903992,3.808431298,0.000139851,0.002243243
11738080_x_at,2.86815505,-0.546435282,0.125533007,-4.352921157,1.34E-05,0.000304183
11738092_a_at,6.250876242,-0.76462671,0.086878275,-8.801126711,1.35E-18,2.56E-16
11738122_a_at,3.50500061,-0.35089293,0.113290932,-3.097272879,0.0019531,0.019975326
11738135_a_at,4.466071325,-0.35937156,0.101043492,-3.556602734,0.000375682,0.005174549
11738136_x_at,5.951626058,-0.297337221,0.086721978,-3.428625924,0.000606645,0.007730114
11738142_a_at,4.234520651,0.363828949,0.103643776,3.510379138,0.000447468,0.006003019
11738143_x_at,5.288093866,0.27616273,0.092430755,2.987779675,0.002810121,0.026833194
11738144_a_at,4.8872777,0.317570135,0.096573246,3.288386268,0.001007635,0.011728628
11738150_a_at,3.885662818,-0.316496455,0.107903564,-2.933141813,0.003355506,0.03114899
11738159_x_at,3.83402116,-0.32074096,0.108502657,-2.956065494,0.003115909,0.029249253
11738181_s_at,2.580810581,-0.383865504,0.130624713,-2.938689728,0.003296029,0.030683617
11738201_a_at,4.317539324,-0.594402722,0.104160962,-5.706578634,1.15E-08,5.27E-07
11738203_x_at,7.919278624,0.311627612,0.075445264,4.1305126,3.62E-05,0.000707063
11738251_x_at,4.937914029,0.430280167,0.096594577,4.454496098,8.41E-06,0.000200292
11738279_a_at,3.180673554,0.349033354,0.118871454,2.936225158,0.003322331,0.030888052
11738280_x_at,3.11386045,0.380849042,0.120205388,3.168319217,0.001533231,0.01641121
11738284_at,2.708841579,-0.711583575,0.130573885,-5.449662263,5.05E-08,2.04E-06
11738294_a_at,4.419917173,-0.291796429,0.10118828,-2.883697876,0.003930356,0.035295476
11738317_a_at,2.728616099,0.497116185,0.128056138,3.882017637,0.000103593,0.001752476
11738332_a_at,3.459143653,-0.751839945,0.117151961,-6.417647136,1.38E-10,8.84E-09
11738348_a_at,3.710949562,-0.552368666,0.111608053,-4.949182869,7.45E-07,2.33E-05
11738365_a_at,4.153112527,-0.641012299,0.10640322,-6.024369355,1.70E-09,9.02E-08
11738366_x_at,8.042985739,-0.233246312,0.074919434,-3.11329518,0.001850109,0.01909289
11738370_x_at,5.144744093,-0.643925776,0.095817736,-6.720319248,1.81E-11,1.32E-09
11738411_a_at,2.524585852,-0.543321411,0.133139988,-4.080828133,4.49E-05,0.000861251
11738414_a_at,3.4842376,0.478753774,0.114483513,4.181857838,2.89E-05,0.000584338
11738483_a_at,3.63885006,-0.362792543,0.111398564,-3.256707534,0.001127125,0.012812005
11738507_at,4.617021466,-1.243124757,0.112342165,-11.06552251,1.84E-28,8.74E-26
11738556_s_at,3.294182752,-0.460740155,0.117395806,-3.924673047,8.68E-05,0.001508103
11738611_s_at,6.281748599,-0.571534656,0.085335718,-6.697484622,2.12E-11,1.53E-09
11738630_a_at,2.636273751,0.353846779,0.129163684,2.739522202,0.006152856,0.0499662
11738776_a_at,3.479456239,-0.435990085,0.114209355,-3.817463858,0.000134831,0.002178263
11738806_a_at,3.725465785,0.369875674,0.110252536,3.354804228,0.000794212,0.009657931
11738828_a_at,4.178228669,0.343608133,0.104196486,3.297694063,0.000974823,0.011436689
11738829_x_at,6.110458901,0.287453004,0.085354536,3.367753084,0.000757834,0.009289674
11738832_x_at,2.913242644,0.752339114,0.126787239,5.933870935,2.96E-09,1.51E-07
11738835_x_at,8.264860925,-0.236077719,0.073765407,-3.200385223,0.00137244,0.01503541
11738894_a_at,4.830002214,0.299632016,0.09709217,3.08605747,0.002028296,0.02056384
11738895_at,3.720308037,0.374454998,0.11042764,3.390953563,0.000696499,0.008674837
11738928_a_at,2.980491675,0.428714662,0.122627079,3.496084759,0.000472139,0.006268802
11738993_at,2.462901511,-0.457834719,0.134024511,-3.416052156,0.000635361,0.00803529
11738998_a_at,4.100602733,0.614386076,0.10678034,5.753737799,8.73E-09,4.07E-07
11739014_a_at,4.784416778,0.274385171,0.097364711,2.818117251,0.004830617,0.041554014
11739036_a_at,4.596942592,-1.135128544,0.106416093,-10.66688799,1.45E-26,6.09E-24
11739037_s_at,4.180310106,-0.822243884,0.107740515,-7.631705524,2.32E-14,2.58E-12
11739056_s_at,3.48228451,-0.961018149,0.120851944,-7.952028914,1.83E-15,2.39E-13
11739061_at,5.44645359,0.7783872,0.093752088,8.30261187,1.02E-16,1.55E-14
11739062_s_at,7.215198149,0.269783942,0.078725641,3.426887843,0.000610541,0.007772064
11739065_a_at,7.232005207,-0.230396536,0.078594411,-2.931462099,0.003373705,0.031277121
11739080_s_at,5.248455472,-0.3515948,0.093077285,-3.77745009,0.000158442,0.002497634
11739085_a_at,5.175061119,0.2649338,0.093506807,2.833310296,0.004606864,0.040023364
11739110_a_at,4.425339768,-0.389989561,0.101558187,-3.840060283,0.000123004,0.002023972
11739118_a_at,3.921524071,0.328143672,0.107400974,3.055313747,0.002248252,0.022321968
11739119_s_at,5.740374589,0.285387713,0.08831785,3.231370693,0.001231981,0.013780038
11739125_x_at,6.921778584,0.40524793,0.080753285,5.018346057,5.21E-07,1.69E-05
11739128_a_at,5.949502291,0.903399441,0.090354537,9.998384964,1.55E-23,4.74E-21
11739134_a_at,6.949257743,0.362442083,0.080499872,4.502393298,6.72E-06,0.000165111
11739135_s_at,6.61513556,0.378795175,0.082392025,4.59747378,4.28E-06,0.000110894
