,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11753736_s_at,6.703639907,-1.157861499,0.087792766,-13.18857525,1.02E-39,1.50E-36
11753763_x_at,7.528366592,0.288208576,0.077274672,3.729664204,0.000191735,0.002922797
11753770_a_at,7.405975119,0.216379393,0.077668989,2.785917453,0.005337646,0.044852734
11753788_x_at,6.598178267,0.35456922,0.08238577,4.303767744,1.68E-05,0.000364004
11753793_x_at,6.870640634,0.224775077,0.08047978,2.792938523,0.005223162,0.0441291
11753810_a_at,6.980120514,-0.300803363,0.080218564,-3.749797394,0.000176978,0.00273495
11753817_x_at,3.818206685,0.400285076,0.109136267,3.667754863,0.00024469,0.003605139
11753824_x_at,3.974010524,-0.620013036,0.108408634,-5.719221911,1.07E-08,4.93E-07
11753831_x_at,6.258919541,0.35486394,0.084557858,4.196699719,2.71E-05,0.000552579
11753842_x_at,7.970597576,0.256988201,0.075077547,3.422970116,0.000619409,0.007859164
11753856_a_at,9.265353018,0.275418778,0.070019333,3.9334676,8.37E-05,0.001465277
11753860_a_at,4.264620108,0.729095818,0.106588111,6.84031091,7.90E-12,6.22E-10
11753871_a_at,2.441688023,-0.387258514,0.134065462,-2.888577777,0.003869883,0.034847726
11753872_x_at,4.07052723,-0.30948042,0.10545668,-2.934668716,0.00333904,0.031023124
11753873_a_at,7.508589574,-0.245784135,0.077300729,-3.179583676,0.001474868,0.015912589
11753874_x_at,7.416059712,-0.232729023,0.077725402,-2.99424664,0.002751234,0.02634162
11753879_x_at,6.7490293,-0.224688307,0.081089634,-2.770863505,0.005590786,0.046356739
11753880_x_at,4.727751296,0.369837994,0.098408815,3.758179538,0.000171154,0.002662306
11753893_a_at,4.169980112,-0.516451306,0.105757078,-4.883373428,1.04E-06,3.15E-05
11753900_x_at,11.87820607,-0.198615903,0.0620853,-3.199080969,0.001378664,0.015071445
11753914_a_at,6.994571648,0.220744221,0.079782401,2.766828511,0.005660452,0.046813618
11753916_at,5.288473286,-0.309083342,0.092565279,-3.339085079,0.000840548,0.010114771
11753923_at,3.794238527,-0.475684707,0.109972276,-4.325496628,1.52E-05,0.000336923
11753936_x_at,4.177292847,0.613790747,0.105830405,5.799758106,6.64E-09,3.15E-07
11753942_a_at,4.968352797,0.513355895,0.098204784,5.227402108,1.72E-07,6.23E-06
11753956_x_at,7.132745388,0.231037042,0.079060537,2.922280187,0.003474788,0.031964305
11753958_a_at,9.440777233,0.19119075,0.069211814,2.762400523,0.005737804,0.0473799
11753964_x_at,9.728333553,0.20689179,0.068256112,3.03111008,0.002436564,0.023814944
11753965_at,4.871088448,0.439413725,0.097183653,4.521477768,6.14E-06,0.000152836
11753973_x_at,7.662851979,-0.264261984,0.076739953,-3.443603663,0.000574016,0.007390874
11753977_a_at,7.518073003,0.224986066,0.077093411,2.918356608,0.003518817,0.032291371
11753992_a_at,5.226612017,0.452531555,0.093868004,4.820935078,1.43E-06,4.17E-05
11753993_x_at,5.488586218,0.444303246,0.091268549,4.868087074,1.13E-06,3.38E-05
11754016_x_at,6.77318229,0.234671718,0.080969575,2.898270348,0.00375227,0.033990159
11754026_a_at,4.624911062,1.197266874,0.107811266,11.10521114,1.18E-28,5.81E-26
11754030_a_at,6.059519296,0.270158519,0.085725759,3.151427548,0.001624745,0.017178344
11754031_s_at,7.061275701,0.246116853,0.079486704,3.096327304,0.00195934,0.020020817
11754033_a_at,7.206516462,-0.383176741,0.08034301,-4.769260452,1.85E-06,5.28E-05
11754040_a_at,7.853623426,-0.478653082,0.076559925,-6.252005664,4.05E-10,2.40E-08
11754041_x_at,10.86519332,-0.251318317,0.064914667,-3.871518246,0.00010816,0.001818512
11754058_a_at,4.605892892,0.379927195,0.099919372,3.802337701,0.000143337,0.002291408
11754059_x_at,5.294679339,0.375228733,0.093106809,4.030089072,5.58E-05,0.001036959
11754061_x_at,8.243297682,0.210350974,0.073868599,2.847637224,0.00440451,0.038754423
11754065_x_at,2.343317662,0.379574999,0.136718179,2.776331596,0.005497611,0.045813065
11754068_a_at,7.238639529,-0.219947218,0.078700919,-2.794722352,0.005194431,0.043955964
11754084_x_at,5.959377698,-0.344993834,0.087167084,-3.957845294,7.56E-05,0.001341675
11754095_a_at,8.251979928,-0.285462745,0.074426634,-3.835491784,0.000125313,0.002057211
11754096_x_at,7.845825813,-0.30213206,0.076258859,-3.961927357,7.43E-05,0.001322784
11754098_a_at,5.062396834,0.336112203,0.094909322,3.541403482,0.000398004,0.005432916
11754105_x_at,9.01406507,0.231814246,0.07082278,3.27315935,0.001063525,0.01222252
11754109_s_at,4.434555433,0.675231838,0.103483169,6.525040176,6.80E-11,4.52E-09
11754110_x_at,5.133598942,0.425387145,0.094628232,4.495351284,6.95E-06,0.000169403
11754114_a_at,7.132447396,0.43337996,0.07980365,5.430578191,5.62E-08,2.24E-06
11754115_a_at,3.660707802,-0.402002583,0.111486761,-3.605832452,0.000311154,0.004417711
11754116_x_at,3.311457385,-0.481605765,0.117453652,-4.100389861,4.12E-05,0.000796597
11754117_a_at,5.689856506,-0.382420549,0.089317699,-4.281576375,1.86E-05,0.000399237
11754132_x_at,5.12873715,0.387482151,0.094448449,4.102578225,4.09E-05,0.000789813
11754134_a_at,4.571781537,-0.443923612,0.101488608,-4.374122603,1.22E-05,0.000279141
11754138_s_at,4.10128118,0.331828126,0.108742768,3.051496046,0.00227704,0.02255533
11754144_a_at,2.708035729,0.355413952,0.127573856,2.785946606,0.005337166,0.044852734
11754145_x_at,7.597425883,-0.300057487,0.077732339,-3.860137141,0.000113323,0.001893144
11754164_a_at,7.328865724,-0.245674032,0.078183757,-3.142264348,0.001676466,0.01762912
11754171_a_at,5.983109594,-0.663058935,0.088217524,-7.516181696,5.64E-14,5.96E-12
11754189_s_at,6.04039285,-0.577037654,0.087332974,-6.607328586,3.91E-11,2.71E-09
11754198_at,5.644130647,-0.458041364,0.089829985,-5.098980774,3.41E-07,1.15E-05
11754204_a_at,5.272925244,-0.347015315,0.092828124,-3.738256262,0.000185301,0.002833824
11754207_a_at,3.689513789,0.542584162,0.111748317,4.8554124,1.20E-06,3.57E-05
11754215_a_at,6.891941262,0.237084038,0.080347443,2.950735317,0.003170185,0.029699953
11754231_at,6.901976792,0.245381508,0.080299754,3.055818917,0.002244468,0.022299956
11754254_a_at,2.888054325,0.527258977,0.125240995,4.209955203,2.55E-05,0.000524646
11754255_a_at,3.987741156,0.296227042,0.106383604,2.784517821,0.005360738,0.045006365
11754266_s_at,6.305137834,0.240491571,0.083824541,2.868987629,0.004117879,0.036747529
11754267_x_at,7.829082899,-0.39691777,0.076403993,-5.194987292,2.05E-07,7.34E-06
11754282_s_at,4.008490563,0.339623907,0.106457079,3.190242594,0.001421534,0.015442947
11754295_a_at,7.103189484,-0.312480548,0.079457828,-3.932659067,8.40E-05,0.001469613
11754296_a_at,5.447190096,0.28721105,0.090912347,3.159208383,0.001581983,0.016790457
11754327_x_at,6.33724422,-0.253319122,0.083629902,-3.029049623,0.002453244,0.02395603
11754335_a_at,4.46078227,0.318135544,0.100773438,3.156938494,0.00159435,0.016903038
11754343_a_at,6.378123648,-0.228284961,0.083298244,-2.740573504,0.006133206,0.04989206
11754344_s_at,5.914736551,0.261660701,0.086825858,3.013626416,0.002581455,0.024979422
11754357_a_at,8.490274802,-0.20172182,0.072771594,-2.771985725,0.005571548,0.046239623
11754360_a_at,7.276076891,0.38307319,0.078866271,4.857249908,1.19E-06,3.55E-05
11754367_x_at,3.388679255,-0.376591444,0.115813466,-3.251706867,0.001147143,0.012980777
11754375_s_at,7.282484694,0.277551335,0.078461229,3.537432921,0.000404037,0.005500958
11754380_a_at,6.92872425,-0.290072738,0.080412242,-3.607320597,0.000309375,0.004397291
11754381_a_at,3.593811087,-0.405326553,0.112440305,-3.604815489,0.000312375,0.004426658
11754382_a_at,4.009219575,-0.464930119,0.10692104,-4.348350122,1.37E-05,0.000309115
11754388_a_at,4.691486975,0.427504105,0.098872705,4.323782844,1.53E-05,0.000339024
11754398_at,4.745496236,-0.357341365,0.0984544,-3.62951139,0.000283958,0.004084998
11754401_a_at,3.726828182,-0.390673252,0.110303027,-3.54181805,0.000397379,0.005431107
11754421_a_at,7.340124221,-0.828334936,0.081238876,-10.19628754,2.06E-24,6.82E-22
11754425_a_at,3.592190846,0.325200384,0.111955091,2.90473959,0.003675588,0.033486683
11754426_a_at,5.991797578,0.32074967,0.086383917,3.71307159,0.000204759,0.00309583
11754429_a_at,5.449245607,-0.319323529,0.091148615,-3.503328373,0.000459483,0.00612304
11754433_a_at,9.256019621,-0.199658383,0.069940789,-2.854677323,0.004308057,0.038094224
11754439_x_at,7.677688308,0.307904784,0.076550618,4.022237706,5.76E-05,0.001067035
11754460_x_at,4.457188412,-0.523755254,0.102014591,-5.134120992,2.83E-07,9.79E-06
11754470_a_at,4.629697255,0.309547643,0.099020588,3.126093768,0.001771451,0.018450665
11754500_at,5.483810346,-0.507671652,0.091581163,-5.543406895,2.97E-08,1.25E-06
11754501_s_at,5.859013159,-0.430621812,0.087909035,-4.898493251,9.66E-07,2.94E-05
11754513_a_at,4.506834831,0.298182786,0.100260878,2.97406917,0.002938788,0.027843795
11754517_a_at,10.14543455,-0.219030525,0.066924744,-3.272788404,0.001064922,0.012228693
11754529_x_at,7.122621109,0.248152027,0.079160366,3.1348014,0.001719705,0.018017564
11754547_a_at,5.509141927,0.278514052,0.090287079,3.0847609,0.002037159,0.020638983
11754563_a_at,2.997908797,-0.558471853,0.12331722,-4.528741841,5.93E-06,0.000148175
11754575_s_at,9.914760555,-0.189537578,0.067626755,-2.802701052,0.005067662,0.043139811
11754576_a_at,4.044550434,-0.322568809,0.105868897,-3.046870398,0.002312374,0.022836431
11754591_a_at,5.13386182,0.307938884,0.094114939,3.271944788,0.001068104,0.012261941
11754593_x_at,6.136420831,0.37685158,0.085615503,4.401674558,1.07E-05,0.000249589
11754594_a_at,9.935917362,-0.59721055,0.069026394,-8.651915762,5.06E-18,8.97E-16
11754595_s_at,10.61922603,-0.461424187,0.066311455,-6.958438594,3.44E-12,2.83E-10
11754596_x_at,8.95199983,0.223429483,0.071029108,3.145604519,0.00165744,0.017472091
11754601_s_at,7.940944981,0.231660953,0.075257325,3.078251226,0.002082193,0.020999042
11754604_x_at,6.260750243,0.58859086,0.086313553,6.819217129,9.15E-12,7.09E-10
11754609_x_at,5.01592732,0.294360185,0.095565911,3.080179763,0.002068757,0.020869948
11754627_s_at,4.255770775,-0.345404923,0.103295701,-3.343846079,0.000826256,0.00997654
11754640_a_at,8.506087975,-0.290923248,0.07295238,-3.98785137,6.67E-05,0.001203834
11754644_x_at,8.181466901,0.237496288,0.074131401,3.203720499,0.001356641,0.014904894
11754652_a_at,8.501419962,-0.219019822,0.072808035,-3.008182039,0.002628157,0.025322346
11754657_a_at,3.059251894,-0.447106431,0.12148318,-3.68039783,0.00023287,0.003458457
11754660_a_at,5.065956699,0.404224047,0.095391438,4.237529634,2.26E-05,0.000473077
11754662_s_at,7.191611243,-0.394502085,0.079323728,-4.973317484,6.58E-07,2.09E-05
11754673_s_at,6.59949107,-0.254622688,0.082029329,-3.104044497,0.001908946,0.019600565
11754676_a_at,5.724434626,0.314971091,0.088594539,3.555197584,0.000377695,0.005197398
11754687_a_at,4.9077072,0.267387287,0.096168104,2.780415508,0.005428939,0.045382566
11754691_a_at,3.82306096,0.403688973,0.10912367,3.699371306,0.000216134,0.003238068
11754696_x_at,7.024545501,0.23251618,0.079635741,2.919746549,0.003503162,0.03217677
11754709_x_at,4.471333993,-0.663667888,0.102717338,-6.461108695,1.04E-10,6.76E-09
11754712_a_at,5.206443849,-0.267933848,0.093179264,-2.875466472,0.00403431,0.036069637
11754715_a_at,2.980304063,0.41854629,0.122563388,3.414937349,0.000637967,0.00806347
11754719_x_at,5.228639139,-0.284085195,0.093354319,-3.043085707,0.002341656,0.023061586
11754728_a_at,4.087131829,-0.51953446,0.106351153,-4.885085342,1.03E-06,3.13E-05
11754738_a_at,3.77405006,-0.741375633,0.11241109,-6.595217897,4.25E-11,2.93E-09
11754760_a_at,5.869064301,0.435606064,0.08782966,4.959669274,7.06E-07,2.22E-05
11754763_a_at,6.696288702,0.257490206,0.081444498,3.161542055,0.001569362,0.016696176
11754769_a_at,2.833277047,-0.537257112,0.126234832,-4.256013199,2.08E-05,0.000439947
11754771_s_at,7.01474307,0.249892116,0.079720486,3.134603528,0.001720865,0.018024954
11754777_a_at,5.092109375,0.339973721,0.094612388,3.593332008,0.000326476,0.004597487
11754788_x_at,8.572791112,-0.206754183,0.072458888,-2.853399884,0.004325415,0.038213195
11754792_a_at,6.899217696,-0.537263702,0.081569141,-6.586604845,4.50E-11,3.08E-09
11754793_a_at,5.873568218,0.28389717,0.08721116,3.255284861,0.001132787,0.012852403
11754801_x_at,9.128921693,-0.315447074,0.070586548,-4.468940376,7.86E-06,0.000188708
11754803_s_at,3.994567783,-0.409769367,0.106893076,-3.833450988,0.000126358,0.002067998
11754822_x_at,5.092606272,0.322259445,0.094523209,3.409315527,0.000651261,0.008197516
11754823_a_at,5.251275156,0.505425113,0.093938727,5.38037006,7.43E-08,2.89E-06
11754833_a_at,4.456203357,0.348874169,0.101216713,3.446803988,0.00056726,0.007317122
11754838_a_at,2.733417969,0.659930146,0.129692807,5.088409766,3.61E-07,1.21E-05
11754853_s_at,4.101136468,-0.292518843,0.105822327,-2.764245058,0.005705467,0.047149363
11754856_a_at,9.873712192,-0.461237187,0.068608548,-6.722736472,1.78E-11,1.30E-09
11754859_x_at,7.65639244,0.304828436,0.076744878,3.971971102,7.13E-05,0.001276735
11754862_a_at,8.702483171,-0.202013156,0.072052818,-2.803681533,0.005052278,0.04302041
11754874_a_at,3.141347194,-0.904225117,0.124138368,-7.284010015,3.24E-13,3.10E-11
11754876_a_at,4.477025151,-0.507620309,0.101987099,-4.977299222,6.45E-07,2.05E-05
11754896_x_at,3.27299046,0.449805458,0.117727911,3.820720623,0.000133062,0.002155012
11754907_a_at,3.406944994,0.334327529,0.114776298,2.912862102,0.003581327,0.032732717
11754909_a_at,6.970400348,-0.91223966,0.083681586,-10.90131894,1.14E-27,5.21E-25
11754911_x_at,5.640565459,-0.359206489,0.089989805,-3.991635355,6.56E-05,0.001188368
11754924_s_at,7.884726663,-0.736251369,0.077839691,-9.458559745,3.12E-21,7.84E-19
11754926_a_at,2.693207961,-0.446285174,0.12848461,-3.473452363,0.000513809,0.006725204
11754927_x_at,5.607385784,-0.366536331,0.089824808,-4.080569047,4.49E-05,0.000861824
11754938_a_at,4.373212675,0.383126424,0.10208558,3.752992597,0.000174736,0.002708154
11754948_a_at,7.200386869,-0.223089989,0.078698842,-2.834730262,0.004586439,0.039887115
11754949_s_at,4.64279176,-0.35881552,0.099564761,-3.603840534,0.000313549,0.004441829
11754952_x_at,3.057999023,-0.387670145,0.120880095,-3.207063527,0.001340974,0.014755552
11754963_a_at,3.346085199,-0.327212048,0.115890772,-2.823452129,0.004750952,0.041008066
11754966_a_at,4.405463719,-0.384977695,0.101921452,-3.777199879,0.000158601,0.002498924
11754989_a_at,6.229577931,-0.240903375,0.084365102,-2.855486082,0.004297101,0.03801767
11754997_a_at,5.051324982,0.289286016,0.094798425,3.051590946,0.002276321,0.022553435
11755006_x_at,6.147482748,-0.425070563,0.085584924,-4.966652348,6.81E-07,2.15E-05
11755020_a_at,7.118463564,-0.297059006,0.079334695,-3.744376998,0.000180842,0.002778946
11755024_a_at,4.403457245,0.574255111,0.103333354,5.55730641,2.74E-08,1.16E-06
11755035_x_at,4.591267668,-0.310435014,0.099752548,-3.112050964,0.001857924,0.019155019
11755050_s_at,8.458828442,0.204906739,0.073034202,2.80562713,0.005021877,0.042861085
11755062_a_at,4.697543888,0.333842187,0.098422818,3.3919186,0.000694051,0.008656973
11755076_x_at,5.005613157,0.312964977,0.095388896,3.28093719,0.001034628,0.011964513
11755077_a_at,3.828423138,0.438747821,0.10920175,4.017772799,5.88E-05,0.001083691
11755094_a_at,7.708863147,0.213546213,0.076166965,2.803659218,0.005052628,0.04302041
11755098_a_at,2.810798365,0.363624642,0.125462934,2.898263511,0.003752352,0.033990159
11755103_a_at,6.218943291,-0.439610771,0.085269815,-5.155526279,2.53E-07,8.83E-06
11755106_a_at,6.057339152,-0.406635824,0.086618714,-4.694549297,2.67E-06,7.27E-05
11755117_x_at,3.824992541,-0.329484822,0.108821587,-3.027752407,0.002463799,0.024048094
11755130_s_at,3.5993761,-0.341883207,0.112285703,-3.044761684,0.002328648,0.022959959
11755132_s_at,5.971777599,0.246628428,0.086338415,2.856531789,0.004282971,0.037927398
11755141_a_at,5.304002186,-0.254562602,0.092240633,-2.759766421,0.00578427,0.047671053
11755164_a_at,8.69146924,-0.226262818,0.073175705,-3.092048336,0.001987805,0.020227469
11755168_x_at,4.522269235,0.333660875,0.100201894,3.329885925,0.000868816,0.010385364
11755172_s_at,3.772835122,-0.868664893,0.113616324,-7.645599337,2.08E-14,2.35E-12
11755174_a_at,6.912543984,-0.340640371,0.080556702,-4.228578918,2.35E-05,0.000487748
11755180_x_at,7.59999241,0.416156634,0.077309,5.38302962,7.32E-08,2.85E-06
11755190_a_at,7.472228289,0.216410316,0.077309868,2.799258633,0.005122009,0.043498354
11755193_x_at,2.770935646,-0.439217883,0.126783856,-3.464304494,0.000531604,0.006915718
11755195_a_at,6.286198971,-0.632619294,0.085873604,-7.366865563,1.75E-13,1.74E-11
11755205_a_at,8.844415578,0.261660826,0.071519993,3.658568975,0.000253627,0.003710107
11755206_x_at,9.06012431,0.265239457,0.070707179,3.751238029,0.000175964,0.002722237
11755212_a_at,2.616037762,-0.442162308,0.130177226,-3.396617999,0.000682241,0.008532115
11755214_a_at,5.464307045,-0.354189433,0.091087579,-3.888449301,0.000100887,0.001714914
11755217_a_at,4.234472831,0.29994444,0.103364127,2.901823381,0.003709976,0.033727992
11755220_a_at,5.365487491,-0.307435748,0.091919711,-3.344611797,0.000823978,0.009957491
11755240_s_at,6.462038467,-0.430060587,0.083486566,-5.151254956,2.59E-07,9.02E-06
11755251_x_at,4.003700246,0.487562526,0.107355312,4.541578038,5.58E-06,0.000140518
11755257_a_at,6.434676039,-0.340302335,0.083435019,-4.078651135,4.53E-05,0.000866627
11755277_a_at,3.676213035,-0.379772846,0.111464655,-3.407114536,0.000656536,0.008261472
11755278_a_at,7.553872284,0.269381207,0.077097609,3.494028044,0.000475791,0.006305993
11755281_a_at,7.66224663,0.640955044,0.078148139,8.201795382,2.37E-16,3.46E-14
11755282_a_at,9.420596451,-0.240525638,0.069566127,-3.457510857,0.00054519,0.007073057
11755286_at,4.661330077,0.281747242,0.098622165,2.856834881,0.004278884,0.037899065
11755299_s_at,5.754857149,0.444354567,0.088863693,5.000406282,5.72E-07,1.83E-05
11755300_x_at,6.75179914,0.404420153,0.081679801,4.951287196,7.37E-07,2.31E-05
11755307_a_at,7.216241672,-0.475040258,0.079589723,-5.968613001,2.39E-09,1.23E-07
11755321_x_at,6.44394389,0.339839774,0.08319363,4.084925416,4.41E-05,0.000846575
11755325_s_at,3.507167895,-0.550406562,0.115664889,-4.758631291,1.95E-06,5.53E-05
11755331_a_at,5.429545949,-0.815567955,0.094430095,-8.636737662,5.78E-18,1.02E-15
11755337_a_at,5.21788266,-0.342141466,0.093471398,-3.660386727,0.000251835,0.003690034
11755342_x_at,9.008941156,0.213727589,0.070808844,3.018374202,0.002541349,0.024680863
11755349_a_at,5.664132467,-0.779893824,0.091891018,-8.487160558,2.12E-17,3.50E-15
11755355_s_at,4.358931691,-0.330342346,0.102106683,-3.235266636,0.001215292,0.013614777
11755373_x_at,4.564100941,-0.302310674,0.099616398,-3.034748097,0.002407367,0.023588988
11755374_a_at,5.674596226,-0.37548673,0.08942074,-4.199101127,2.68E-05,0.000547537
11755382_x_at,5.027206252,-0.376050182,0.097139574,-3.871235636,0.000108285,0.001819658
11755393_a_at,5.797958358,-0.794087262,0.090808684,-8.744618143,2.24E-18,4.13E-16
11755394_a_at,4.995864971,-0.579825045,0.096713753,-5.995269841,2.03E-09,1.06E-07
11755404_a_at,6.824844514,0.237249421,0.080693249,2.940139641,0.003280644,0.03056135
11755405_a_at,6.679946047,0.372685382,0.081997806,4.545065313,5.49E-06,0.000138457
11755434_a_at,5.978106927,-0.52651121,0.087399385,-6.024198146,1.70E-09,9.02E-08
11755443_a_at,8.506439941,-0.418343282,0.073347115,-5.703609246,1.17E-08,5.35E-07
11755466_a_at,4.593634341,0.328342,0.09962542,3.29576528,0.00098154,0.011485399
11755467_x_at,4.588666841,0.299297771,0.09941251,3.010665058,0.002606762,0.025161563
11755469_x_at,8.597515873,0.234518893,0.072422763,3.238193109,0.001202894,0.013507789
11755480_a_at,4.915427672,-0.527177897,0.097706251,-5.395539092,6.83E-08,2.67E-06
11755511_x_at,3.443108995,0.352623318,0.114316898,3.08461237,0.002038176,0.020644392
11755521_a_at,5.842903714,0.388347334,0.087944162,4.415839824,1.01E-05,0.000235714
11755523_a_at,9.230593495,-0.205049172,0.070002572,-2.929166268,0.003398726,0.031440791
11755540_a_at,3.89511997,0.624014652,0.109489611,5.699304665,1.20E-08,5.47E-07
11755541_x_at,3.443245616,0.343880713,0.114276518,3.009198377,0.00261938,0.025254801
11755542_a_at,3.079320182,-0.375273364,0.120469944,-3.115078769,0.001838958,0.01899159
11755549_a_at,3.80843802,-0.501742516,0.109774015,-4.570685671,4.86E-06,0.000124174
11755560_a_at,4.363680093,-0.807634511,0.105245569,-7.67381012,1.67E-14,1.90E-12
11755565_x_at,2.825949082,0.506543964,0.126355338,4.008884562,6.10E-05,0.001118526
11755574_a_at,4.887172118,0.342185619,0.096572667,3.543296783,0.000395158,0.005407668
11755576_a_at,3.93735604,-1.005113561,0.112962018,-8.897801047,5.70E-19,1.12E-16
11755583_a_at,3.756916544,0.326730223,0.10964578,2.979870491,0.002883703,0.027431487
11755595_a_at,6.279532565,0.310604359,0.084194237,3.689140386,0.000225013,0.003359297
11755599_x_at,2.882726546,0.385777495,0.124198331,3.106140725,0.001895465,0.019480888
11755601_a_at,5.073131518,-0.399439541,0.095153369,-4.197849712,2.69E-05,0.000550044
11755607_a_at,3.499242465,0.884733229,0.117904617,7.503804784,6.20E-14,6.52E-12
11755608_x_at,3.576392136,0.690611503,0.114638858,6.02423574,1.70E-09,9.02E-08
11755614_s_at,9.136668918,0.23517705,0.070439414,3.338713886,0.000841672,0.010119743
11755618_a_at,5.631933614,0.389729065,0.089667837,4.346364066,1.38E-05,0.000311432
11755620_a_at,4.857122617,-0.305680173,0.097189606,-3.145194078,0.001659767,0.017483669
11755624_a_at,5.400257298,0.454474803,0.092111198,4.933979932,8.06E-07,2.50E-05
11755646_a_at,3.577836671,-0.470680296,0.112995338,-4.165484219,3.11E-05,0.00062172
11755649_a_at,3.767754399,-0.346389196,0.109513609,-3.162978558,0.001561638,0.01663149
11755668_s_at,5.663192853,0.249699982,0.088858623,2.810081599,0.004952894,0.042400202
11755671_a_at,8.064038777,-0.288268878,0.074785503,-3.854609079,0.000115915,0.001927845
11755695_a_at,9.030563382,-0.257497229,0.070813024,-3.636297614,0.000276585,0.003994287
11755697_a_at,4.732019566,0.353511592,0.098647433,3.583586338,0.000338909,0.004747502
11755705_a_at,5.361133196,-0.479667808,0.092510642,-5.185001414,2.16E-07,7.68E-06
11755715_x_at,5.719558861,0.302146405,0.088557214,3.411877943,0.00064517,0.008132838
11755721_a_at,3.41889008,-0.346720842,0.114757969,-3.021322587,0.002516731,0.024497519
11755727_s_at,4.414286111,-0.411444179,0.102321755,-4.021082101,5.79E-05,0.001071819
11755730_x_at,5.449105916,0.633889214,0.094855208,6.682703362,2.35E-11,1.68E-09
11755734_x_at,6.152948803,-0.236632767,0.084913331,-2.786756381,0.005323849,0.044775927
11755739_a_at,5.427505463,-0.254310874,0.09100319,-2.794527039,0.005197569,0.043973807
11755747_a_at,9.056938718,-0.610487175,0.072330192,-8.440281389,3.17E-17,5.10E-15
11755748_s_at,10.00244173,-0.569969169,0.068926887,-8.269184789,1.35E-16,2.01E-14
11755756_a_at,8.063682273,-0.303135733,0.074808249,-4.052169891,5.07E-05,0.000955421
11755757_a_at,7.234448706,-0.573628195,0.080417561,-7.133121023,9.81E-13,8.56E-11
11755777_a_at,4.519185446,-0.462436637,0.101093529,-4.574344567,4.78E-06,0.00012217
11755786_a_at,6.583309939,-0.293846877,0.082301719,-3.570361331,0.000356489,0.004946692
11755789_a_at,6.814146803,0.285892448,0.080864104,3.535467939,0.000407054,0.005533207
11755790_a_at,2.903285208,0.498035412,0.124643547,3.995677454,6.45E-05,0.001172683
11755802_a_at,5.012195308,-0.422506108,0.096052828,-4.398684744,1.09E-05,0.000252746
11755807_a_at,4.573074615,0.382529805,0.099922861,3.828251127,0.000129057,0.002101695
11755819_a_at,5.900851717,-0.3712501,0.087402653,-4.247583895,2.16E-05,0.000454126
11755822_a_at,4.044540539,0.535460931,0.107500355,4.981015482,6.33E-07,2.01E-05
11755833_a_at,2.579536711,0.568307485,0.132057025,4.303500603,1.68E-05,0.000364258
11755841_a_at,2.497728255,0.538276003,0.133775082,4.023738902,5.73E-05,0.001062095
11755843_a_at,3.473751556,0.401544126,0.114078772,3.519884706,0.000431734,0.005827869
11755858_a_at,4.430616013,-0.592822088,0.104727028,-5.660640799,1.51E-08,6.68E-07
11755860_a_at,2.44611719,0.474822731,0.134618937,3.527161496,0.00042004,0.005693423
11755866_a_at,5.56743708,-0.544093607,0.090993544,-5.979474852,2.24E-09,1.16E-07
11755869_a_at,5.490640038,-0.278721152,0.090642217,-3.074959576,0.002105311,0.021178643
11755870_s_at,5.950864221,0.328043694,0.086716899,3.78292693,0.000154995,0.002448427
11755874_a_at,5.883524822,0.339497058,0.087336912,3.887211593,0.000101402,0.001721622
11755876_a_at,5.041389287,0.361391507,0.095202586,3.796026176,0.000147034,0.00234261
11755883_a_at,5.077735889,-0.295330652,0.094568465,-3.122929526,0.001790606,0.018600254
11755890_x_at,4.810444463,-0.424519347,0.097775195,-4.341789841,1.41E-05,0.00031682
11755892_a_at,5.09825028,-0.495692667,0.095217731,-5.205886127,1.93E-07,6.95E-06
11755895_a_at,5.696885035,-0.485952534,0.089763116,-5.413721783,6.17E-08,2.44E-06
11755908_s_at,7.298282041,-0.250807472,0.078264742,-3.20460359,0.001352486,0.014866898
11755911_a_at,5.314848571,-0.515488008,0.093751904,-5.498427064,3.83E-08,1.58E-06
11755918_a_at,5.323414218,0.509915069,0.093218764,5.470090454,4.50E-08,1.84E-06
11755928_s_at,6.690093782,0.792899249,0.084780608,9.352365684,8.57E-21,2.02E-18
11755941_a_at,3.571391439,0.310300041,0.112203331,2.765515413,0.005683292,0.046981787
11755947_x_at,9.898852574,-0.275768405,0.067895429,-4.061663813,4.87E-05,0.000921639
11755953_a_at,2.384873301,-0.390162413,0.135582989,-2.877664928,0.004006304,0.035879372
11755955_a_at,3.937236079,0.825818213,0.111474868,7.408111171,1.28E-13,1.29E-11
11755964_a_at,3.26030941,-0.854574725,0.121541769,-7.031119713,2.05E-12,1.74E-10
11755975_x_at,8.08089099,-0.876042834,0.077875895,-11.24921696,2.34E-29,1.26E-26
11755997_a_at,3.084031151,-0.477826757,0.121086435,-3.94616258,7.94E-05,0.001397779
11756002_a_at,4.774653995,-0.380247131,0.097839091,-3.886454051,0.000101719,0.001725628
11756053_a_at,6.939219768,-0.233627208,0.080098591,-2.916745549,0.003537042,0.032418458
11756058_a_at,8.968667097,-0.498210905,0.071914007,-6.927870156,4.27E-12,3.49E-10
11756065_x_at,4.277697635,-0.428468664,0.10419526,-4.112170387,3.92E-05,0.000759759
11756069_x_at,6.834658563,0.320124292,0.080926982,3.955717684,7.63E-05,0.001351987
